#x [mm];y [mm];z [mm];HxRe [A/m];HxIm [A/m];HyRe [A/m];HyIm [A/m];HzRe [A/m];HzIm [A/m]
-0.33;-1.09;0;1.3928764;1.3368524;-20.769852;-19.258854;13.95911;13.008718
-0.32;-1.09;0;1.4840895;1.4219967;-20.855455;-19.338736;14.025558;13.070804
-0.31;-1.09;0;1.5753013;1.5071399;-20.941061;-19.418619;14.092007;13.13289
-0.3;-1.09;0;1.6665132;1.5922831;-21.026663;-19.498501;14.158456;13.194976
-0.29;-1.09;0;1.7577249;1.6774262;-21.112267;-19.578382;14.224903;13.257063
-0.28;-1.09;0;1.8489367;1.7625695;-21.19787;-19.658262;14.291351;13.319149
-0.27;-1.09;0;1.9401486;1.847713;-21.283474;-19.738146;14.357801;13.381236
-0.26;-1.09;0;2.0313601;1.932856;-21.369078;-19.818027;14.424249;13.443322
-0.25;-1.09;0;2.1225719;2.0179994;-21.454681;-19.897907;14.490697;13.505408
-0.24;-1.09;0;2.2137849;2.1031435;-21.540285;-19.977793;14.557145;13.567494
-0.23;-1.09;0;2.3049972;2.1882865;-21.625891;-20.057673;14.623593;13.62958
-0.22;-1.09;0;2.3962088;2.2734299;-21.711494;-20.137554;14.690042;13.691667
-0.21;-1.09;0;2.4874208;2.3585732;-21.797098;-20.217438;14.756491;13.753753
-0.2;-1.09;0;2.5786328;2.4437165;-21.8827;-20.297319;14.822939;13.815839
-0.19;-1.09;0;2.6698444;2.5288599;-21.968304;-20.377201;14.889387;13.877924
-0.18;-1.09;0;2.7610564;2.6140029;-22.053907;-20.457083;14.955836;13.940011
-0.17;-1.09;0;2.8522692;2.6991475;-22.139513;-20.536964;15.022284;14.002097
-0.16;-1.09;0;2.943481;2.7842906;-22.225115;-20.616846;15.088732;14.064184
-0.15;-1.09;0;3.034693;2.8694339;-22.31072;-20.69673;15.155181;14.12627
-0.14;-1.09;0;3.1259046;2.954577;-22.396324;-20.776609;15.221628;14.188355
-0.13;-1.09;0;3.2171166;3.0397203;-22.481928;-20.856493;15.288077;14.250443
-0.12;-1.09;0;3.3083286;3.1248634;-22.567532;-20.936373;15.354526;14.31253
-0.11;-1.09;0;3.3995404;3.2100067;-22.653135;-21.016254;15.420975;14.374615
-0.1;-1.09;0;3.4907534;3.2951512;-22.738739;-21.096138;15.487422;14.436701
-0.09;-1.09;0;3.5819654;3.3802941;-22.824343;-21.17602;15.55387;14.498786
-0.08;-1.09;0;3.6731768;3.4654377;-22.909946;-21.255901;15.620319;14.560873
-0.07;-1.09;0;3.764389;3.5505807;-22.99555;-21.335783;15.686768;14.62296
-0.06;-1.09;0;3.8556006;3.6357238;-23.081152;-21.415665;15.753216;14.685045
-0.05;-1.09;0;3.9468129;3.7208672;-23.166758;-21.495546;15.819665;14.747132
-0.04;-1.09;0;4.0380239;3.8060107;-23.252361;-21.575428;15.886112;14.809219
-0.03;-1.09;0;4.1292372;3.8911548;-23.337967;-21.655312;15.95256;14.871304
-0.02;-1.09;0;4.2204494;3.9762981;-23.423569;-21.735191;16.019009;14.933391
-0.01;-1.09;0;4.3116608;4.0614409;-23.509172;-21.815075;16.085457;14.995477
0;-1.09;0;4.4895983;4.2275443;-23.503212;-21.809343;16.495687;15.381117
0.01;-1.09;0;4.5758657;4.3080792;-23.381193;-21.695143;16.400297;15.292236
0.02;-1.09;0;4.6621332;4.3886137;-23.259176;-21.580942;16.304909;15.203355
0.03;-1.09;0;4.7484007;4.4691482;-23.137159;-21.466742;16.209518;15.114472
0.04;-1.09;0;4.8346686;4.5496831;-23.015139;-21.352541;16.114128;15.02559
0.05;-1.09;0;4.9209356;4.6302176;-22.893122;-21.238342;16.01874;14.936708
0.06;-1.09;0;5.0072031;4.710752;-22.771105;-21.124144;15.923349;14.847826
0.07;-1.09;0;5.0934706;4.7912865;-22.649086;-21.009941;15.827961;14.758944
0.08;-1.09;0;5.179738;4.8718209;-22.527067;-20.895742;15.732571;14.670062
0.09;-1.09;0;5.266005;4.9523554;-22.40505;-20.781542;15.637181;14.581182
0.1;-1.09;0;5.352272;5.0328898;-22.283031;-20.667343;15.541792;14.492299
0.11;-1.09;0;5.4385405;5.1134253;-22.161013;-20.553143;15.446403;14.403418
0.12;-1.09;0;5.5248079;5.1939597;-22.038996;-20.438942;15.351012;14.314535
0.13;-1.09;0;5.6110754;5.2744942;-21.916977;-20.324741;15.255623;14.225653
0.14;-1.09;0;5.6973424;5.3550286;-21.794958;-20.210543;15.160233;14.136771
0.15;-1.09;0;5.7836099;5.4355631;-21.672939;-20.09634;15.064844;14.047889
0.16;-1.09;0;5.8698773;5.516098;-21.550924;-19.982141;14.969455;13.959008
0.17;-1.09;0;5.9561443;5.5966325;-21.428905;-19.867943;14.874065;13.870127
0.18;-1.09;0;6.0424128;5.6771674;-21.306885;-19.753742;14.778675;13.781242
0.19;-1.09;0;6.1286802;5.7577019;-21.184868;-19.639542;14.683286;13.692362
0.2;-1.09;0;6.2149472;5.8382363;-21.062851;-19.525341;14.587896;13.60348
0.21;-1.09;0;6.3012147;5.9187708;-20.940832;-19.41114;14.492507;13.514598
0.22;-1.09;0;6.3874822;5.9993052;-20.818813;-19.296942;14.397118;13.425715
0.23;-1.09;0;6.4737492;6.0798397;-20.696796;-19.182743;14.301728;13.336834
0.24;-1.09;0;6.5600166;6.1603746;-20.574778;-19.068541;14.206339;13.247953
0.25;-1.09;0;6.6462846;6.2409096;-20.452759;-18.95434;14.110949;13.159069
0.26;-1.09;0;6.7325516;6.321444;-20.330742;-18.840141;14.01556;13.070189
0.27;-1.09;0;6.818819;6.4019785;-20.208723;-18.725941;13.92017;12.981307
0.28;-1.09;0;6.9050865;6.4825134;-20.086704;-18.61174;13.82478;12.892425
0.29;-1.09;0;6.991354;6.5630474;-19.964685;-18.497541;13.729391;12.803543
0.3;-1.09;0;7.0776215;6.6435823;-19.84267;-18.383341;13.634002;12.714661
0.31;-1.09;0;7.1638889;6.7241168;-19.720652;-18.26914;13.538612;12.625778
0.32;-1.09;0;7.2501559;6.8046513;-19.598633;-18.154942;13.443222;12.536898
0.33;-1.09;0;7.3364239;6.8851862;-19.476614;-18.040741;13.347833;12.448014
0.34;-1.09;0;7.4226913;6.9657207;-19.354597;-17.92654;13.252443;12.359135
0.35;-1.09;0;7.5089583;7.0462551;-19.232578;-17.81234;13.157053;12.270252
0.36;-1.09;0;7.5952263;7.12679;-19.110559;-17.698141;13.061665;12.18137
0.37;-1.09;0;7.6814933;7.2073245;-18.988543;-17.583941;12.966275;12.092487
0.38;-1.09;0;7.7677603;7.287859;-18.866524;-17.469742;12.870885;12.003606
0.39;-1.09;0;7.8540277;7.3683929;-18.744507;-17.355541;12.775496;11.914725
0.4;-1.09;0;7.9402957;7.4489288;-18.622488;-17.241341;12.680106;11.825842
0.41;-1.09;0;8.0265636;7.5294628;-18.500469;-17.12714;12.584717;11.736959
0.42;-1.09;0;8.1128302;7.6099977;-18.378452;-17.012939;12.489327;11.648079
0.43;-1.09;0;8.1990976;7.6905317;-18.256433;-16.898739;12.393938;11.559196
0.44;-1.09;0;8.2853651;7.7710667;-18.134415;-16.78454;12.298548;11.470315
0.45;-1.09;0;8.3716326;7.8516011;-18.012398;-16.67034;12.203159;11.381433
0.46;-1.09;0;8.457901;7.9321365;-17.890379;-16.556139;12.107769;11.292551
0.47;-1.09;0;8.5441675;8.0126705;-17.76836;-16.44194;12.01238;11.203669
0.48;-1.09;0;8.630435;8.0932055;-17.646343;-16.32774;11.91699;11.114786
0.49;-1.09;0;8.7167025;8.1737394;-17.524324;-16.213539;11.821601;11.025906
0.5;-1.09;0;8.8029699;8.2542744;-17.402306;-16.09934;11.726212;10.937024
0.51;-1.09;0;8.8892365;8.3348083;-17.280289;-15.98514;11.630822;10.848142
0.52;-1.09;0;8.9755039;8.4153433;-17.158272;-15.870939;11.535433;10.759259
0.53;-1.09;0;9.0617714;8.4958782;-17.036253;-15.75674;11.440042;10.670378
0.54;-1.09;0;9.1480398;8.5764132;-16.914234;-15.642539;11.344654;10.581495
0.55;-1.09;0;9.2343073;8.6569481;-16.792215;-15.528339;11.249264;10.492614
0.56;-1.09;0;9.3205738;8.7374821;-16.670198;-15.414139;11.153873;10.403732
0.57;-1.09;0;9.4068422;8.818017;-16.54818;-15.29994;11.058485;10.31485
0.58;-1.09;0;9.4931087;8.8985519;-16.426161;-15.18574;10.963096;10.225968
0.59;-1.09;0;9.5793762;8.9790859;-16.304144;-15.071539;10.867706;10.137087
0.6;-1.09;0;9.6656437;9.0596209;-16.182125;-14.957338;10.772316;10.048204
0.61;-1.09;0;9.7519112;9.1401558;-16.060106;-14.843139;10.676927;9.959322
0.62;-1.09;0;9.8381786;9.2206898;-15.938088;-14.728938;10.581537;9.8704405
0.63;-1.09;0;9.9244461;9.3012238;-15.816071;-14.614738;10.486148;9.781559
0.64;-1.09;0;10.010714;9.3817587;-15.694053;-14.500539;10.390759;9.6926765
0.65;-1.09;0;10.096981;9.4622936;-15.572035;-14.386339;10.295369;9.6037951
0.66;-1.09;0;10.183249;9.5428286;-15.450016;-14.272139;10.19998;9.5149126
0.67;-1.09;0;10.269516;9.6233635;-15.327998;-14.157938;10.104589;9.4260311
0.68;-1.09;0;10.355783;9.7038975;-15.20598;-14.043737;10.0092;9.3371487
0.69;-1.09;0;10.442051;9.7844315;-15.083961;-13.929539;9.9138107;9.2482672
0.7;-1.09;0;10.528318;9.8649664;-14.961945;-13.815338;9.8184214;9.1593857
0.71;-1.09;0;10.614586;9.9455013;-14.839926;-13.701138;9.723032;9.0705032
0.72;-1.09;0;10.700853;10.026035;-14.717907;-13.586937;9.6276417;8.9816208
0.73;-1.09;0;10.78712;10.10657;-14.595889;-13.472737;9.5322533;8.8927393
0.74;-1.09;0;10.873387;10.187105;-14.473871;-13.358538;9.4368629;8.8038578
0.75;-1.09;0;10.959654;10.267639;-14.351853;-13.244337;9.3414736;8.7149754
0.76;-1.09;0;11.045922;10.348174;-14.229836;-13.130137;9.2460842;8.6260939
0.77;-1.09;0;11.13219;10.428709;-14.107817;-13.015938;9.1506958;8.5372124
0.78;-1.09;0;11.218456;10.509242;-13.9858;-12.901737;9.0553055;8.4483309
0.79;-1.09;0;11.304726;10.589779;-13.863781;-12.787537;8.9599161;8.3594484
0.8;-1.09;0;11.390992;10.670313;-13.741763;-12.673338;8.8645267;8.2705669
0.81;-1.09;0;11.477261;10.750848;-13.619745;-12.559137;8.7691364;8.1816845
0.82;-1.09;0;11.563528;10.831383;-13.497727;-12.444938;8.673748;8.092803
0.83;-1.09;0;11.649795;10.911917;-13.37571;-12.330738;8.5783577;8.0039215
0.84;-1.09;0;11.736062;10.992452;-13.253691;-12.216537;8.4829693;7.9150391
0.85;-1.09;0;11.82233;11.072986;-13.131672;-12.102337;8.387578;7.8261566
0.86;-1.09;0;11.908596;11.15352;-13.009654;-11.988136;8.2921886;7.7372751
0.87;-1.09;0;11.994864;11.234055;-12.887635;-11.873937;8.1968002;7.6483932
0.88;-1.09;0;12.081132;11.314589;-12.765617;-11.759736;8.1014099;7.5595112
0.89;-1.09;0;12.167398;11.395123;-12.6436;-11.645536;8.0060205;7.4706297
0.9;-1.09;0;12.253666;11.475658;-12.521582;-11.531337;7.9106312;7.3817477
0.91;-1.09;0;12.339933;11.556193;-12.399563;-11.417136;7.8152413;7.2928658
0.92;-1.09;0;12.426202;11.636728;-12.277545;-11.302937;7.719852;7.2039838
0.93;-1.09;0;12.512469;11.717262;-12.155527;-11.188737;7.6244626;7.1151018
0.94;-1.09;0;12.598736;11.797797;-12.033509;-11.074536;7.5290732;7.0262203
0.95;-1.09;0;12.685003;11.878332;-11.911491;-10.960337;7.4336834;6.9373379
0.96;-1.09;0;12.771271;11.958866;-11.789473;-10.846136;7.3382945;6.8484564
0.97;-1.09;0;12.857538;12.0394;-11.667454;-10.731936;7.2429037;6.7595739
0.98;-1.09;0;12.943807;12.119935;-11.545437;-10.617736;7.1475148;6.6706924
0.99;-1.09;0;13.030073;12.20047;-11.423418;-10.503536;7.0521255;6.5818105
1;-1.09;0;13.116341;12.281004;-11.3014;-10.389336;6.9567356;6.4929285
1.01;-1.09;0;13.202608;12.361539;-11.179382;-10.275136;6.8613462;6.404047
1.02;-1.09;0;13.288876;12.442074;-11.057364;-10.160936;6.7659574;6.315165
1.03;-1.09;0;13.375143;12.522608;-10.935347;-10.046737;6.6705675;6.2262836
1.04;-1.09;0;13.46141;12.603143;-10.813329;-9.9325361;6.5751781;6.1374016
1.05;-1.09;0;13.547677;12.683678;-10.69131;-9.8183365;6.4797888;6.0485201
1.06;-1.09;0;13.633945;12.764212;-10.569293;-9.7041359;6.3843994;5.9596376
1.07;-1.09;0;13.720213;12.844748;-10.447273;-9.5899353;6.2890091;5.8707552
1.08;-1.09;0;13.80648;12.925282;-10.325255;-9.4757347;6.1936197;5.7818732
1.09;-1.09;0;13.892748;13.005816;-10.203238;-9.361536;6.0982304;5.6929913
1.1;-1.09;0;14.083038;13.183022;-10.216476;-9.3746357;5.554893;5.182941
-1.1;-1.08;0;-5.7066493;-5.2900023;-14.039211;-12.976913;9.02285;8.3966188
-1.09;-1.08;0;-5.615437;-5.2048593;-14.124815;-13.056795;9.0892982;8.4587049
-1.08;-1.08;0;-5.5242252;-5.1197162;-14.210418;-13.136677;9.1557465;8.5207911
-1.07;-1.08;0;-5.433013;-5.0345726;-14.296022;-13.216558;9.2221947;8.5828772
-1.06;-1.08;0;-5.3418002;-4.9494281;-14.381626;-13.296441;9.2886438;8.6449642
-1.05;-1.08;0;-5.2505884;-4.864285;-14.467231;-13.376323;9.355092;8.7070503
-1.04;-1.08;0;-5.1593766;-4.7791419;-14.552835;-13.456204;9.4215403;8.7691364
-1.03;-1.08;0;-5.0681643;-4.6939983;-14.638437;-13.536086;9.4879885;8.8312225
-1.02;-1.08;0;-4.9769526;-4.6088548;-14.724042;-13.615969;9.5544367;8.8933086
-1.01;-1.08;0;-4.8857408;-4.5237117;-14.809645;-13.69585;9.6208849;8.9553947
-1;-1.08;0;-4.794529;-4.4385686;-14.895248;-13.775732;9.6873341;9.0174809
-0.99;-1.08;0;-4.7033167;-4.353425;-14.980853;-13.855614;9.7537813;9.079567
-0.98;-1.08;0;-4.6121054;-4.2682819;-15.066456;-13.935495;9.8202295;9.1416531
-0.97;-1.08;0;-4.5208931;-4.1831384;-15.15206;-14.015377;9.8866787;9.2037392
-0.96;-1.08;0;-4.4296803;-4.0979948;-15.237664;-14.09526;9.9531269;9.2658262
-0.95;-1.08;0;-4.3384686;-4.0128512;-15.323268;-14.17514;10.019576;9.3279123
-0.94;-1.08;0;-4.2472568;-3.9277081;-15.408872;-14.255023;10.086023;9.3899984
-0.93;-1.08;0;-4.1560445;-3.8425648;-15.494475;-14.334905;10.152472;9.4520845
-0.92;-1.08;0;-4.0648332;-3.7574215;-15.580079;-14.414786;10.218921;9.5141706
-0.91;-1.08;0;-3.9736211;-3.6722779;-15.665683;-14.494669;10.285369;9.5762568
-0.9;-1.08;0;-3.8824086;-3.5871346;-15.751287;-14.574551;10.351818;9.6383438
-0.89;-1.08;0;-3.7911971;-3.5019913;-15.83689;-14.654432;10.418266;9.7004299
-0.88;-1.08;0;-3.699985;-3.4168477;-15.922494;-14.734314;10.484715;9.762517
-0.87;-1.08;0;-3.608773;-3.3317046;-16.008099;-14.814196;10.551163;9.8246031
-0.86;-1.08;0;-3.5175614;-3.2465613;-16.093702;-14.894077;10.617611;9.8866892
-0.85;-1.08;0;-3.4263494;-3.161418;-16.179306;-14.973959;10.684059;9.9487753
-0.84;-1.08;0;-3.3351359;-3.0762739;-16.264912;-15.053843;10.750506;10.010859
-0.83;-1.08;0;-3.2439241;-2.9911304;-16.350515;-15.133724;10.816956;10.072946
-0.82;-1.08;0;-3.1527123;-2.9059873;-16.436119;-15.213606;10.883404;10.135032
-0.81;-1.08;0;-3.0615005;-2.8208437;-16.521721;-15.293488;10.949852;10.197119
-0.8;-1.08;0;-2.9702885;-2.7357006;-16.607327;-15.373369;11.0163;10.259205
-0.79;-1.08;0;-2.8790765;-2.650557;-16.69293;-15.453251;11.082748;10.321291
-0.78;-1.08;0;-2.787864;-2.5654132;-16.778534;-15.533134;11.149197;10.383378
-0.77;-1.08;0;-2.6966522;-2.4802699;-16.864138;-15.613016;11.215645;10.445464
-0.76;-1.08;0;-2.6054401;-2.3951268;-16.949741;-15.692897;11.282093;10.507549
-0.75;-1.08;0;-2.5142283;-2.3099835;-17.035345;-15.772779;11.348542;10.569636
-0.74;-1.08;0;-2.4230165;-2.2248399;-17.120949;-15.852661;11.414989;10.631722
-0.73;-1.08;0;-2.3318043;-2.1396968;-17.206553;-15.932543;11.481438;10.693809
-0.72;-1.08;0;-2.2405927;-2.0545533;-17.292156;-16.012424;11.547887;10.755895
-0.71;-1.08;0;-2.1493804;-1.9694102;-17.37776;-16.092306;11.614336;10.817982
-0.7;-1.08;0;-2.0581684;-1.8842669;-17.463364;-16.172188;11.680785;10.880068
-0.69;-1.08;0;-1.9669567;-1.7991236;-17.548967;-16.252069;11.747232;10.942154
-0.68;-1.08;0;-1.8757449;-1.7139802;-17.634571;-16.331951;11.813681;11.00424
-0.67;-1.08;0;-1.7845329;-1.628837;-17.720173;-16.411833;11.88013;11.066326
-0.66;-1.08;0;-1.693321;-1.5436935;-17.805779;-16.491714;11.946578;11.128412
-0.65;-1.08;0;-1.6021085;-1.4585496;-17.891382;-16.571598;12.013026;11.190498
-0.64;-1.08;0;-1.5108964;-1.3734064;-17.976986;-16.65148;12.079474;11.252584
-0.63;-1.08;0;-1.4196846;-1.2882631;-18.06259;-16.731361;12.145923;11.314671
-0.62;-1.08;0;-1.3284729;-1.2031199;-18.148193;-16.811243;12.212371;11.376757
-0.61;-1.08;0;-1.2372607;-1.1179764;-18.233797;-16.891125;12.278819;11.438844
-0.6;-1.08;0;-1.146049;-1.0328332;-18.319401;-16.971006;12.345267;11.500929
-0.59;-1.08;0;-1.0548363;-0.94768929;-18.405005;-17.050888;12.411716;11.563016
-0.58;-1.08;0;-0.96362424;-0.86254609;-18.490608;-17.130772;12.478165;11.625102
-0.57;-1.08;0;-0.87241244;-0.77740276;-18.576214;-17.210651;12.544613;11.687189
-0.56;-1.08;0;-0.78120065;-0.69225919;-18.661816;-17.290535;12.611062;11.749275
-0.55;-1.08;0;-0.68998861;-0.6071161;-18.747419;-17.370415;12.67751;11.81136
-0.54;-1.08;0;-0.59877682;-0.52197278;-18.833023;-17.450298;12.743958;11.873446
-0.53;-1.08;0;-0.50756431;-0.43682897;-18.918629;-17.53018;12.810407;11.935534
-0.52;-1.08;0;-0.41635224;-0.35168564;-19.00423;-17.610062;12.876855;11.99762
-0.51;-1.08;0;-0.32514045;-0.26654232;-19.089836;-17.689945;12.943303;12.059706
-0.5;-1.08;0;-0.23392841;-0.181399;-19.17544;-17.769825;13.009751;12.121792
-0.49;-1.08;0;-0.14271638;-0.096255675;-19.261044;-17.849707;13.0762;12.183878
-0.48;-1.08;0;-0.051504761;-0.011112735;-19.346645;-17.929588;13.142649;12.245965
-0.47;-1.08;0;0.039707035;0.074030593;-19.432251;-18.00947;13.209097;12.308051
-0.46;-1.08;0;0.13091907;0.15917392;-19.517853;-18.089352;13.275546;12.370137
-0.45;-1.08;0;0.22213176;0.24431811;-19.603458;-18.169235;13.341993;12.432223
-0.44;-1.08;0;0.31334355;0.32946146;-19.689062;-18.249117;13.408442;12.494309
-0.43;-1.08;0;0.40455559;0.41460466;-19.774666;-18.328999;13.474891;12.556396
-0.42;-1.08;0;0.49576738;0.49974787;-19.86027;-18.40888;13.541338;12.618481
-0.41;-1.08;0;0.58697951;0.58489132;-19.945873;-18.488762;13.607787;12.680568
-0.4;-1.08;0;0.67819142;0.67003453;-20.031477;-18.568644;13.674235;12.742655
-0.39;-1.08;0;0.76940429;0.75517881;-20.117081;-18.648527;13.740683;12.80474
-0.38;-1.08;0;0.86061609;0.84032202;-20.202684;-18.728409;13.807131;12.866826
-0.37;-1.08;0;0.951828;0.92546546;-20.288288;-18.80829;13.87358;12.928912
-0.36;-1.08;0;1.0430399;1.0106087;-20.373894;-18.888172;13.940027;12.990998
-0.35;-1.08;0;1.1342515;1.0957516;-20.459496;-18.968054;14.006476;13.053085
-0.34;-1.08;0;1.2254634;1.1808951;-20.545099;-19.047935;14.072926;13.115171
-0.33;-1.08;0;1.3166753;1.2660383;-20.630703;-19.127817;14.139374;13.177258
-0.32;-1.08;0;1.4078883;1.3511825;-20.716309;-19.207699;14.205821;13.239343
-0.31;-1.08;0;1.4991002;1.4363257;-20.801912;-19.28758;14.27227;13.301429
-0.3;-1.08;0;1.5903121;1.5214689;-20.887514;-19.367464;14.338718;13.363516
-0.29;-1.08;0;1.6815237;1.6066122;-20.973118;-19.447346;14.405167;13.425602
-0.28;-1.08;0;1.7727356;1.6917554;-21.058722;-19.527225;14.471616;13.487689
-0.27;-1.08;0;1.8639474;1.776899;-21.144325;-19.607109;14.538064;13.549775
-0.26;-1.08;0;1.9551593;1.8620417;-21.229929;-19.686989;14.604512;13.611861
-0.25;-1.08;0;2.046371;1.9471853;-21.315533;-19.76687;14.670961;13.673948
-0.24;-1.08;0;2.137584;2.0323293;-21.401138;-19.846756;14.73741;13.736032
-0.23;-1.08;0;2.2287962;2.1174724;-21.486742;-19.926636;14.803856;13.79812
-0.22;-1.08;0;2.3200078;2.2026157;-21.572346;-20.006517;14.870305;13.860207
-0.21;-1.08;0;2.4112196;2.2877588;-21.657949;-20.086399;14.936754;13.922292
-0.2;-1.08;0;2.5024316;2.3729024;-21.743551;-20.166281;15.003201;13.984379
-0.19;-1.08;0;2.5936434;2.4580457;-21.829155;-20.246164;15.069651;14.046464
-0.18;-1.08;0;2.6848552;2.543189;-21.914761;-20.326044;15.136099;14.10855
-0.17;-1.08;0;2.7760682;2.6283331;-22.000366;-20.405928;15.202546;14.170637
-0.16;-1.08;0;2.86728;2.7134762;-22.085968;-20.485809;15.268995;14.232722
-0.15;-1.08;0;2.9584918;2.7986195;-22.171572;-20.565691;15.335443;14.294808
-0.14;-1.08;0;3.0497036;2.8837628;-22.257175;-20.645573;15.401892;14.356895
-0.13;-1.08;0;3.1409156;2.9689062;-22.342779;-20.725454;15.468341;14.418982
-0.12;-1.08;0;3.2321274;3.0540493;-22.428383;-20.805336;15.53479;14.481068
-0.11;-1.08;0;3.3233392;3.1391923;-22.513987;-20.885218;15.601238;14.543155
-0.1;-1.08;0;3.4145522;3.2243369;-22.59959;-20.965099;15.667686;14.60524
-0.09;-1.08;0;3.5057645;3.3094802;-22.685194;-21.044983;15.734134;14.667326
-0.08;-1.08;0;3.596976;3.3946235;-22.770798;-21.124863;15.800583;14.729413
-0.07;-1.08;0;3.6881881;3.4797664;-22.856403;-21.204746;15.86703;14.791499
-0.06;-1.08;0;3.7793999;3.5649097;-22.942005;-21.284628;15.933479;14.853585
-0.05;-1.08;0;3.8706114;3.650053;-23.027609;-21.364508;15.999928;14.915671
-0.04;-1.08;0;3.9618232;3.7351964;-23.113213;-21.444391;16.066376;14.977758
-0.03;-1.08;0;4.0530362;3.8203406;-23.198818;-21.524273;16.132824;15.039844
-0.02;-1.08;0;4.1442485;3.905484;-23.28442;-21.604155;16.199272;15.10193
-0.01;-1.08;0;4.3221855;4.0715866;-23.27846;-21.598423;16.609503;15.487571
0;-1.08;0;4.5001235;4.23769;-23.272499;-21.592691;17.019732;15.873212
0.01;-1.08;0;4.5863905;4.3182244;-23.150482;-21.478493;16.924341;15.784329
0.02;-1.08;0;4.6726584;4.3987589;-23.028463;-21.36429;16.828953;15.695449
0.03;-1.08;0;4.7589254;4.4792933;-22.906446;-21.250092;16.733564;15.606566
0.04;-1.08;0;4.8451934;4.5598283;-22.784426;-21.135891;16.638172;15.517683
0.05;-1.08;0;4.9314609;4.6403632;-22.662411;-21.021692;16.542784;15.428802
0.06;-1.08;0;5.0177279;4.7208977;-22.540392;-20.907492;16.447395;15.33992
0.07;-1.08;0;5.1039958;4.8014321;-22.418373;-20.793291;16.352005;15.251038
0.08;-1.08;0;5.1902628;4.8819666;-22.296354;-20.67909;16.256617;15.162157
0.09;-1.08;0;5.2765298;4.962501;-22.174337;-20.564892;16.161226;15.073275
0.1;-1.08;0;5.3627977;5.043036;-22.052319;-20.450693;16.065838;14.984393
0.11;-1.08;0;5.4490652;5.1235709;-21.9303;-20.336493;15.970448;14.895511
0.12;-1.08;0;5.5353327;5.2041054;-21.808283;-20.22229;15.875057;14.806628
0.13;-1.08;0;5.6215997;5.2846398;-21.686264;-20.108091;15.779669;14.717747
0.14;-1.08;0;5.7078671;5.3651743;-21.564245;-19.993891;15.684278;14.628865
0.15;-1.08;0;5.7941341;5.4457092;-21.442228;-19.879692;15.588889;14.539984
0.16;-1.08;0;5.8804016;5.5262437;-21.320211;-19.765491;15.493501;14.451101
0.17;-1.08;0;5.9666691;5.6067781;-21.198193;-19.651291;15.39811;14.36222
0.18;-1.08;0;6.052937;5.6873131;-21.076172;-19.53709;15.30272;14.273337
0.19;-1.08;0;6.1392045;5.7678475;-20.954157;-19.422892;15.207332;14.184455
0.2;-1.08;0;6.2254715;5.848382;-20.832138;-19.308689;15.111942;14.095574
0.21;-1.08;0;6.311739;5.9289169;-20.710119;-19.19449;15.016552;14.006692
0.22;-1.08;0;6.3980064;6.0094509;-20.5881;-19.080292;14.921164;13.917809
0.23;-1.08;0;6.4842739;6.0899858;-20.466084;-18.966091;14.825773;13.828929
0.24;-1.08;0;6.5705414;6.1705203;-20.344065;-18.851891;14.730384;13.740047
0.25;-1.08;0;6.6568089;6.2510557;-20.222046;-18.73769;14.634995;13.651165
0.26;-1.08;0;6.7430763;6.3315897;-20.100029;-18.623489;14.539605;13.562283
0.27;-1.08;0;6.8293438;6.4121246;-19.97801;-18.509291;14.444215;13.4734
0.28;-1.08;0;6.9156113;6.4926586;-19.855991;-18.39509;14.348826;13.384519
0.29;-1.08;0;7.0018787;6.5731936;-19.733974;-18.28089;14.253436;13.295637
0.3;-1.08;0;7.0881457;6.653728;-19.611958;-18.166689;14.158047;13.206755
0.31;-1.08;0;7.1744127;6.7342625;-19.489939;-18.05249;14.062657;13.117873
0.32;-1.08;0;7.2606802;6.8147974;-19.36792;-17.93829;13.967268;13.028992
0.33;-1.08;0;7.3469486;6.8953323;-19.245903;-17.824089;13.871878;12.940109
0.34;-1.08;0;7.4332156;6.9758663;-19.123884;-17.709888;13.776488;12.851227
0.35;-1.08;0;7.5194826;7.0564013;-19.001865;-17.595688;13.681099;12.762345
0.36;-1.08;0;7.6057506;7.1369357;-18.879847;-17.481489;13.58571;12.673464
0.37;-1.08;0;7.6920176;7.2174702;-18.75783;-17.367289;13.49032;12.584581
0.38;-1.08;0;7.778285;7.2980051;-18.635811;-17.25309;13.394931;12.495701
0.39;-1.08;0;7.8645525;7.3785391;-18.513794;-17.138889;13.299541;12.406818
0.4;-1.08;0;7.95082;7.459074;-18.391775;-17.024689;13.204151;12.317936
0.41;-1.08;0;8.0370874;7.539609;-18.269756;-16.910488;13.108763;12.229054
0.42;-1.08;0;8.1233549;7.6201439;-18.147739;-16.796288;13.013372;12.140172
0.43;-1.08;0;8.2096224;7.7006779;-18.025721;-16.682089;12.917983;12.051291
0.44;-1.08;0;8.2958899;7.7812123;-17.903704;-16.567888;12.822594;11.962409
0.45;-1.08;0;8.3821573;7.8617468;-17.781685;-16.453688;12.727204;11.873527
0.46;-1.08;0;8.4684248;7.9422822;-17.659666;-16.339487;12.631814;11.784645
